date,temperature,precipitation,wind_speed,radiation,next_day_temp,will_rain
2015-04-26,9.1,3.8,15.1,6.59,7.6,0
2015-04-27,7.6,0.2,17.2,19.48,7.8,0
2015-04-28,7.8,0.0,21.7,22.55,8.9,1
2015-04-29,8.9,4.1,29.6,15.46,8.8,0
2015-04-30,8.8,0.7,22.8,22.55,7.7,0
2015-05-01,7.7,0.0,22.7,15.92,8.6,0
2015-05-02,8.6,0.0,19.5,11.3,12.9,1
2015-05-03,12.9,6.5,27.8,9.8,13.6,1
2015-05-04,13.6,3.7,25.3,17.18,13.2,1
2015-05-05,13.2,5.5,44.3,17.47,11.2,1
2015-05-06,11.2,4.3,39.7,18.19,11.4,0
2015-05-07,11.4,1.0,20.8,18.59,11.9,1
2015-05-08,11.9,2.1,21.3,11.26,12.9,0
2015-05-09,12.9,0.2,30.6,14.88,12.1,0
2015-05-10,12.1,0.0,21.3,22.06,15.3,0
2015-05-11,15.3,0.0,22.1,17.69,12.6,0
2015-05-12,12.6,0.0,27.5,18.14,11.6,0
2015-05-13,11.6,0.0,14.8,25.59,8.9,1
2015-05-14,8.9,11.9,23.6,3.68,10.9,0
2015-05-15,10.9,0.1,17.8,20.47,12.9,0
2015-05-16,12.9,0.1,19.0,17.38,11.8,0
2015-05-17,11.8,0.0,19.4,22.19,11.0,1
2015-05-18,11.0,4.9,37.7,10.78,9.7,1
2015-05-19,9.7,1.5,26.0,23.04,10.0,1
2015-05-20,10.0,1.1,20.6,21.21,12.0,0
2015-05-21,12.0,0.0,16.5,20.06,12.7,0
2015-05-22,12.7,0.0,12.8,14.13,13.3,0
2015-05-23,13.3,0.2,12.9,10.55,13.7,1
2015-05-24,13.7,1.1,15.3,12.27,11.6,0
2015-05-25,11.6,0.0,16.4,11.32,13.3,0
2015-05-26,13.3,0.0,16.9,17.67,12.2,1
2015-05-27,12.2,1.6,21.3,26.83,13.4,0
2015-05-28,13.4,0.1,21.2,22.99,10.8,1
2015-05-29,10.8,5.6,32.4,14.54,11.1,0
2015-05-30,11.1,0.0,17.9,20.73,12.2,1
2015-05-31,12.2,1.7,26.3,4.68,10.8,1
2015-06-01,10.8,2.6,33.0,18.23,14.1,1
2015-06-02,14.1,1.1,40.2,7.24,14.1,0
2015-06-03,14.1,0.0,21.5,20.03,15.1,0
2015-06-04,15.1,0.0,14.3,29.02,17.8,1
2015-06-05,17.8,2.1,20.5,21.75,13.1,0
2015-06-06,13.1,0.0,25.0,23.7,13.4,0
2015-06-07,13.4,0.0,12.1,28.26,12.8,0
2015-06-08,12.8,0.0,20.0,17.88,11.1,0
2015-06-09,11.1,0.0,25.9,17.83,12.6,0
2015-06-10,12.6,0.0,23.2,18.9,15.8,0
2015-06-11,15.8,0.0,23.2,28.27,17.7,1
2015-06-12,17.7,6.3,15.8,18.87,15.8,1
2015-06-13,15.8,1.8,21.0,6.0,14.9,0
2015-06-14,14.9,0.0,16.2,12.74,13.2,0
2015-06-15,13.2,0.0,17.0,16.89,15.1,0
2015-06-16,15.1,0.0,10.8,18.06,17.2,0
2015-06-17,17.2,0.0,25.2,16.14,16.4,0
2015-06-18,16.4,1.0,16.1,24.91,14.6,0
2015-06-19,14.6,0.0,17.6,16.15,14.4,1
2015-06-20,14.4,3.5,13.0,5.54,15.7,0
2015-06-21,15.7,0.0,20.2,13.95,13.5,1
2015-06-22,13.5,5.4,25.2,14.03,15.1,0
2015-06-23,15.1,0.0,17.2,17.93,17.0,0
2015-06-24,17.0,0.0,17.1,22.05,17.6,0
2015-06-25,17.6,0.0,12.8,23.14,17.8,1
2015-06-26,17.8,1.7,21.5,19.22,18.3,0
2015-06-27,18.3,0.0,17.3,27.0,17.4,1
2015-06-28,17.4,1.5,18.6,14.05,17.9,0
2015-06-29,17.9,0.0,12.6,25.96,19.8,0
2015-06-30,19.8,0.0,16.9,29.13,25.7,0
2015-07-01,25.7,0.0,19.5,27.27,19.9,0
2015-07-02,19.9,0.9,20.1,12.82,18.7,1
2015-07-03,18.7,2.9,21.0,27.75,21.0,1
2015-07-04,21.0,5.7,20.4,28.21,17.4,1
2015-07-05,17.4,4.0,22.6,17.3,16.9,0
2015-07-06,16.9,0.0,18.8,23.05,17.1,1
2015-07-07,17.1,1.1,26.6,16.37,16.3,0
2015-07-08,16.3,0.7,25.8,13.31,15.9,0
2015-07-09,15.9,0.0,15.2,26.36,18.2,0
2015-07-10,18.2,0.0,15.9,27.94,19.3,0
2015-07-11,19.3,0.0,20.4,23.73,17.3,1
2015-07-12,17.3,2.3,23.7,10.64,17.6,1
2015-07-13,17.6,1.2,22.4,5.4,18.4,1
2015-07-14,18.4,1.1,17.4,6.91,17.9,1
2015-07-15,17.9,1.3,11.8,8.07,18.4,1
2015-07-16,18.4,1.3,19.5,15.63,18.9,1
2015-07-17,18.9,2.3,26.0,20.49,17.1,0
2015-07-18,17.1,0.0,14.2,24.85,17.9,1
2015-07-19,17.9,2.8,26.2,20.88,17.4,0
2015-07-20,17.4,0.2,25.5,8.83,19.0,0
2015-07-21,19.0,0.0,23.2,23.75,17.8,0
2015-07-22,17.8,0.0,22.7,16.63,16.6,0
2015-07-23,16.6,0.1,14.1,16.53,14.9,1
2015-07-24,14.9,22.6,22.0,4.97,15.1,1
2015-07-25,15.1,11.7,27.4,18.21,13.9,1
2015-07-26,13.9,11.2,24.7,4.78,16.4,0
2015-07-27,16.4,0.4,30.0,14.25,15.4,0
2015-07-28,15.4,0.7,29.3,16.27,13.8,0
2015-07-29,13.8,0.1,20.0,15.35,13.7,0
2015-07-30,13.7,0.0,17.6,18.41,14.7,0
2015-07-31,14.7,0.0,9.8,17.97,14.8,0
2015-08-01,14.8,0.0,17.6,18.93,17.2,0
2015-08-02,17.2,0.0,17.9,24.16,19.0,0
2015-08-03,19.0,0.1,27.4,15.43,17.1,0
2015-08-04,17.1,0.0,26.4,16.5,17.1,0
2015-08-05,17.1,0.4,15.5,17.51,17.7,0
2015-08-06,17.7,0.1,21.1,14.16,17.4,0
2015-08-07,17.4,0.0,13.8,18.26,18.5,0
2015-08-08,18.5,0.0,13.1,18.51,18.2,0
2015-08-09,18.2,0.0,15.7,22.18,18.4,1
2015-08-10,18.4,2.0,22.7,9.45,16.2,1
2015-08-11,16.2,1.5,9.2,9.68,17.4,1
2015-08-12,17.4,3.6,18.5,15.24,18.3,1
2015-08-13,18.3,21.1,26.1,10.78,18.3,1
2015-08-14,18.3,11.6,18.5,9.67,16.5,0
2015-08-15,16.5,0.0,13.6,18.16,15.3,0
2015-08-16,15.3,0.3,8.1,11.28,16.2,0
2015-08-17,16.2,0.0,12.1,17.78,15.7,1
2015-08-18,15.7,1.7,15.5,8.67,15.8,1
2015-08-19,15.8,5.7,19.5,13.53,17.5,1
2015-08-20,17.5,1.5,17.6,8.58,19.8,0
2015-08-21,19.8,0.1,20.4,16.6,20.7,0
2015-08-22,20.7,0.0,18.1,20.86,18.6,1
2015-08-23,18.6,3.8,20.2,12.16,14.4,1
2015-08-24,14.4,20.1,18.2,4.33,14.7,1
2015-08-25,14.7,5.9,24.2,7.55,16.5,1
2015-08-26,16.5,8.3,33.3,5.18,15.3,0
2015-08-27,15.3,0.8,21.1,14.43,14.9,0
2015-08-28,14.9,0.0,19.4,16.51,16.6,1
2015-08-29,16.6,1.7,11.9,12.38,16.8,1
2015-08-30,16.8,1.5,14.8,6.63,15.0,1
2015-08-31,15.0,15.2,20.2,5.72,14.5,1
2015-09-01,14.5,2.4,12.1,14.86,13.2,1
2015-09-02,13.2,1.1,12.0,16.68,12.5,0
2015-09-03,12.5,0.3,15.6,14.07,13.4,0
2015-09-04,13.4,0.5,16.9,9.99,12.6,0
2015-09-05,12.6,0.0,15.8,5.22,12.4,0
2015-09-06,12.4,0.0,12.0,14.87,13.3,0
2015-09-07,13.3,0.0,16.0,14.31,12.9,0
2015-09-08,12.9,0.0,13.0,11.3,14.6,0
2015-09-09,14.6,0.1,19.1,10.29,15.4,0
2015-09-10,15.4,0.0,18.4,17.83,15.7,0
2015-09-11,15.7,0.0,16.8,16.46,16.3,1
2015-09-12,16.3,2.1,23.3,14.03,12.9,0
2015-09-13,12.9,0.8,13.8,9.2,13.1,1
2015-09-14,13.1,6.2,29.1,8.97,12.8,1
2015-09-15,12.8,4.7,23.0,9.27,12.9,1
2015-09-16,12.9,14.5,22.8,3.54,13.5,1
2015-09-17,13.5,1.7,19.4,13.28,13.7,1
2015-09-18,13.7,3.6,12.9,10.8,13.7,0
2015-09-19,13.7,0.0,13.0,12.52,14.0,0
2015-09-20,14.0,0.0,14.7,11.15,13.1,1
2015-09-21,13.1,5.3,20.7,5.26,11.2,1
2015-09-22,11.2,14.6,17.1,5.9,12.8,0
2015-09-23,12.8,0.0,20.0,14.32,14.6,1
2015-09-24,14.6,1.1,22.6,10.19,12.2,0
2015-09-25,12.2,0.0,12.7,12.47,12.7,0
2015-09-26,12.7,0.0,10.3,11.3,12.4,0
2015-09-27,12.4,0.0,17.0,12.8,12.9,0
2015-09-28,12.9,0.0,17.9,11.76,13.1,0
2015-09-29,13.1,0.0,20.1,13.49,13.2,0
2015-09-30,13.2,0.0,23.2,12.79,12.9,0
2015-10-01,12.9,0.0,23.2,11.08,11.8,0
2015-10-02,11.8,0.0,13.4,12.93,11.2,0
2015-10-03,11.2,0.0,8.7,7.26,12.2,0
2015-10-04,12.2,0.0,16.9,12.63,14.9,1
2015-10-05,14.9,9.2,21.8,1.35,15.5,1
2015-10-06,15.5,13.4,19.4,6.16,13.3,0
2015-10-07,13.3,0.1,20.9,2.89,12.0,0
2015-10-08,12.0,0.0,10.4,8.74,11.4,0
2015-10-09,11.4,0.0,10.2,9.68,11.7,0
2015-10-10,11.7,0.0,15.5,5.56,11.4,0
2015-10-11,11.4,0.0,17.9,9.44,10.0,0
2015-10-12,10.0,0.0,15.7,8.18,9.5,0
2015-10-13,9.5,0.0,22.9,7.91,8.9,0
2015-10-14,8.9,0.0,23.4,8.6,9.6,0
2015-10-15,9.6,0.0,17.7,5.35,10.9,0
2015-10-16,10.9,0.0,23.6,2.06,10.9,0
2015-10-17,10.9,0.0,22.4,4.67,11.7,0
2015-10-18,11.7,0.0,15.0,5.53,11.5,0
2015-10-19,11.5,0.0,15.9,4.92,10.1,0
2015-10-20,10.1,0.0,12.9,8.33,10.7,1
2015-10-21,10.7,8.7,18.6,0.59,12.2,0
2015-10-22,12.2,0.0,17.8,3.88,10.3,0
2015-10-23,10.3,0.0,13.8,5.59,11.6,1
2015-10-24,11.6,2.4,20.3,3.19,7.3,0
2015-10-25,7.3,0.0,13.3,7.12,10.6,0
2015-10-26,10.6,0.0,20.4,5.36,12.6,1
2015-10-27,12.6,3.6,16.5,7.37,12.2,1
2015-10-28,12.2,8.7,13.0,5.34,12.7,1
2015-10-29,12.7,1.1,28.5,2.57,13.8,1
2015-10-30,13.8,4.0,24.2,2.91,10.9,0
2015-10-31,10.9,0.0,12.5,5.13,9.0,0
2015-11-01,9.0,0.0,7.4,3.65,10.2,0
2015-11-02,10.2,0.0,11.2,4.3,10.9,0
2015-11-03,10.9,0.5,12.2,3.06,11.2,1
2015-11-04,11.2,5.0,13.1,3.01,13.8,1
2015-11-05,13.8,4.8,26.0,1.73,14.3,1
2015-11-06,14.3,6.0,26.3,0.86,14.5,1
2015-11-07,14.5,5.7,36.4,1.18,12.0,0
2015-11-08,12.0,0.8,27.9,3.14,12.2,0
2015-11-09,12.2,0.5,31.6,2.64,14.3,0
2015-11-10,14.3,0.0,26.7,2.1,13.3,0
2015-11-11,13.3,0.0,25.6,3.82,12.8,0
2015-11-12,12.8,0.0,28.7,3.46,10.0,0
2015-11-13,10.0,0.4,28.2,4.88,9.4,1
2015-11-14,9.4,4.3,31.8,0.8,13.4,0
2015-11-15,13.4,0.0,35.3,2.72,12.5,1
2015-11-16,12.5,1.3,30.9,2.66,12.9,1
2015-11-17,12.9,6.8,45.9,1.91,12.1,0
2015-11-18,12.1,0.7,40.1,3.46,10.4,1
2015-11-19,10.4,4.4,32.5,1.18,7.2,0
2015-11-20,7.2,0.0,21.6,3.45,2.7,1
2015-11-21,2.7,1.6,37.2,4.28,1.1,0
2015-11-22,1.1,0.0,15.5,4.74,2.2,0
2015-11-23,2.2,0.1,17.4,4.27,7.5,1
2015-11-24,7.5,8.2,24.2,1.3,6.7,0
2015-11-25,6.7,0.1,21.4,2.22,7.0,0
2015-11-26,7.0,0.0,10.4,2.53,9.6,1
2015-11-27,9.6,1.3,29.2,0.9,5.8,1
2015-11-28,5.8,1.4,31.8,3.29,10.5,0
2015-11-29,10.5,0.1,41.1,1.92,10.3,0
2015-11-30,10.3,0.7,36.4,1.35,11.8,1
2015-12-01,11.8,2.5,23.8,2.23,11.3,0
2015-12-02,11.3,0.0,24.9,2.71,11.4,1
2015-12-03,11.4,1.7,34.5,1.77,9.1,1
2015-12-04,9.1,1.2,31.9,4.09,11.0,0
2015-12-05,11.0,0.0,37.9,1.74,12.2,0
2015-12-06,12.2,0.1,33.3,1.12,11.7,0
2015-12-07,11.7,0.1,21.7,1.81,10.6,1
2015-12-08,10.6,4.1,24.2,2.23,7.6,0
2015-12-09,7.6,0.0,27.7,3.84,10.4,1
2015-12-10,10.4,5.0,28.8,1.75,8.4,1
2015-12-11,8.4,1.6,20.8,0.85,7.9,0
2015-12-12,7.9,1.0,34.4,1.08,8.6,1
2015-12-13,8.6,1.8,29.5,0.87,7.9,1
2015-12-14,7.9,2.1,13.9,1.76,9.2,1
2015-12-15,9.2,6.1,17.3,0.63,12.8,0
2015-12-16,12.8,0.5,23.5,0.8,12.7,1
2015-12-17,12.7,1.8,25.4,2.42,11.5,0
2015-12-18,11.5,0.2,21.5,1.47,13.5,0
2015-12-19,13.5,0.4,27.9,2.44,11.8,0
2015-12-20,11.8,0.1,30.6,2.33,9.6,0
2015-12-21,9.6,0.6,41.1,1.64,12.8,1
2015-12-22,12.8,6.8,38.2,0.96,9.5,0
2015-12-23,9.5,0.9,29.4,3.52,9.3,1
2015-12-24,9.3,2.6,38.8,1.84,9.1,0
2015-12-25,9.1,0.3,33.4,1.08,13.3,0
2015-12-26,13.3,0.0,34.5,1.35,13.1,1
2015-12-27,13.1,1.7,34.0,0.5,10.1,0
2015-12-28,10.1,0.0,25.1,3.43,10.3,0
2015-12-29,10.3,0.8,26.7,3.12,11.2,1
2015-12-30,11.2,6.4,37.1,1.51,8.4,1
2015-12-31,8.4,3.5,33.4,3.72,4.5,1
2016-01-01,4.5,1.1,25.9,2.13,9.2,1
2016-01-02,9.2,5.7,28.2,0.63,7.7,1
2016-01-03,7.7,11.3,31.1,0.47,6.9,0
2016-01-04,6.9,0.9,17.1,2.81,6.8,0
2016-01-05,6.8,0.7,19.1,2.92,4.4,1
2016-01-06,4.4,1.1,11.7,1.53,6.6,1
2016-01-07,6.6,11.2,34.6,2.07,4.9,0
2016-01-08,4.9,0.2,19.0,3.47,8.0,1
2016-01-09,8.0,7.2,32.9,1.96,6.1,0
2016-01-10,6.1,0.0,27.4,3.32,5.6,1
2016-01-11,5.6,6.8,19.9,2.1,4.7,0
2016-01-12,4.7,0.9,29.6,3.03,3.8,1
2016-01-13,3.8,1.1,24.6,3.85,2.9,1
2016-01-14,2.9,1.6,30.6,2.8,1.6,0
2016-01-15,1.6,0.0,27.6,4.76,0.6,0
2016-01-16,0.6,0.2,15.3,4.59,2.0,1
2016-01-17,2.0,2.0,18.9,1.97,1.8,0
2016-01-18,1.8,0.0,19.0,3.46,-0.8,0
2016-01-19,-0.8,0.0,9.0,5.07,0.3,0
2016-01-20,0.3,0.0,8.0,3.23,1.4,0
2016-01-21,1.4,0.0,19.7,2.87,6.3,1
2016-01-22,6.3,5.2,24.2,0.55,6.5,1
2016-01-23,6.5,2.8,23.5,4.06,10.5,0
2016-01-24,10.5,1.0,22.3,1.76,10.5,0
2016-01-25,10.5,0.0,31.2,4.43,8.7,1
2016-01-26,8.7,1.8,38.1,2.05,10.9,1
2016-01-27,10.9,2.6,35.0,0.75,5.5,0
2016-01-28,5.5,0.0,29.3,5.99,10.3,0
2016-01-29,10.3,0.2,36.3,1.14,7.1,1
2016-01-30,7.1,5.3,35.1,4.78,7.3,1
2016-01-31,7.3,1.5,28.6,1.05,11.0,0
2016-02-01,11.0,0.0,36.1,2.6,7.6,0
2016-02-02,7.6,0.4,29.8,5.33,4.4,0
2016-02-03,4.4,0.2,30.7,4.97,7.6,0
2016-02-04,7.6,0.6,27.3,2.84,9.0,0
2016-02-05,9.0,0.2,31.0,2.3,9.7,1
2016-02-06,9.7,6.4,42.6,1.63,6.9,1
2016-02-07,6.9,5.8,40.0,6.04,7.7,1
2016-02-08,7.7,3.4,49.8,5.99,4.7,0
2016-02-09,4.7,0.9,28.2,4.72,4.2,0
2016-02-10,4.2,0.0,22.0,4.12,1.9,0
2016-02-11,1.9,0.0,8.2,7.47,2.7,0
2016-02-12,2.7,0.6,15.9,6.44,3.0,1
2016-02-13,3.0,4.0,25.7,3.04,3.4,0
2016-02-14,3.4,0.5,24.4,6.44,2.1,0
2016-02-15,2.1,0.0,27.1,6.81,1.6,0
2016-02-16,1.6,0.0,15.9,7.87,3.9,1
2016-02-17,3.9,4.7,21.0,5.62,3.8,1
2016-02-18,3.8,2.7,17.9,7.76,3.5,1
2016-02-19,3.5,1.2,30.4,8.05,9.5,0
2016-02-20,9.5,0.6,33.5,2.53,11.2,0
2016-02-21,11.2,0.0,33.1,2.6,8.1,1
2016-02-22,8.1,1.7,28.4,2.82,3.8,0
2016-02-23,3.8,0.5,12.4,9.1,2.5,0
2016-02-24,2.5,0.0,9.0,8.14,0.8,0
2016-02-25,0.8,0.0,12.7,6.92,2.4,0
2016-02-26,2.4,0.0,13.2,7.14,2.9,0
2016-02-27,2.9,0.0,25.5,5.18,4.2,0
2016-02-28,4.2,0.0,27.3,6.31,3.3,0
2016-02-29,3.3,0.0,14.4,9.54,7.6,1
2016-03-01,7.6,3.3,27.8,1.75,5.2,1
2016-03-02,5.2,4.5,36.8,8.43,5.5,0
2016-03-03,5.5,0.6,32.6,8.77,4.2,1
2016-03-04,4.2,5.3,25.4,11.97,1.9,1
2016-03-05,1.9,2.1,23.2,8.39,2.3,0
2016-03-06,2.3,0.6,19.0,9.87,1.6,0
2016-03-07,1.6,0.1,22.1,11.49,2.4,0
2016-03-08,2.4,0.0,21.6,5.79,7.2,1
2016-03-09,7.2,14.7,31.9,4.93,6.2,0
2016-03-10,6.2,0.4,13.4,5.43,2.7,0
2016-03-11,2.7,0.0,8.1,8.29,4.8,0
2016-03-12,4.8,0.0,7.9,9.71,3.7,0
2016-03-13,3.7,0.0,18.0,12.76,4.6,0
2016-03-14,4.6,0.0,24.4,12.66,5.4,0
2016-03-15,5.4,0.0,18.9,6.3,6.1,0
2016-03-16,6.1,0.0,24.6,7.57,5.6,0
2016-03-17,5.6,0.0,17.1,15.27,3.8,0
2016-03-18,3.8,0.0,16.9,5.76,5.7,0
2016-03-19,5.7,0.0,20.2,6.38,6.0,0
2016-03-20,6.0,0.0,16.0,6.13,7.2,0
2016-03-21,7.2,0.0,16.4,10.49,6.9,0
2016-03-22,6.9,0.0,8.0,14.02,7.4,0
2016-03-23,7.4,0.0,7.3,7.43,7.3,1
2016-03-24,7.3,5.1,21.5,5.36,9.3,1
2016-03-25,9.3,3.5,19.5,13.56,8.7,1
2016-03-26,8.7,4.0,39.3,3.55,7.7,1
2016-03-27,7.7,2.9,34.8,13.95,7.9,1
2016-03-28,7.9,12.4,48.0,13.26,6.8,1
2016-03-29,6.8,3.4,26.9,15.18,7.4,0
2016-03-30,7.4,0.9,20.5,14.28,6.9,0
2016-03-31,6.9,0.0,13.0,16.56,6.6,0
2016-04-01,6.6,0.0,21.0,14.96,9.0,1
2016-04-02,9.0,3.0,16.9,16.1,10.6,1
2016-04-03,10.6,4.5,15.1,13.85,9.7,1
2016-04-04,9.7,2.0,21.4,14.65,9.6,0
2016-04-05,9.6,0.7,17.3,16.35,7.7,1
2016-04-06,7.7,1.5,32.1,12.34,6.5,1
2016-04-07,6.5,4.1,26.3,13.02,7.5,0
2016-04-08,7.5,0.0,12.8,10.46,7.3,1
2016-04-09,7.3,3.3,20.5,12.9,6.5,0
2016-04-10,6.5,0.0,25.3,16.53,10.7,1
2016-04-11,10.7,3.2,15.8,10.71,10.0,0
2016-04-12,10.0,0.6,12.4,18.22,9.8,1
2016-04-13,9.8,1.2,8.9,19.8,10.2,1
2016-04-14,10.2,3.4,13.4,18.17,9.4,1
2016-04-15,9.4,13.0,16.3,7.73,6.1,1
2016-04-16,6.1,2.3,15.1,14.7,5.5,1
2016-04-17,5.5,1.1,10.2,20.29,7.4,0
2016-04-18,7.4,0.0,19.1,12.65,9.6,0
2016-04-19,9.6,0.0,13.7,19.68,7.4,0
2016-04-20,7.4,0.0,21.7,23.14,9.3,0
2016-04-21,9.3,0.0,22.3,17.81,7.8,1
2016-04-22,7.8,4.1,22.2,6.55,6.4,0
2016-04-23,6.4,0.4,21.3,17.17,5.9,0
2016-04-24,5.9,0.6,21.1,15.58,7.2,1
2016-04-25,7.2,1.9,24.0,14.59,4.9,0
2016-04-26,4.9,0.6,25.2,22.08,5.4,1
2016-04-27,5.4,1.4,16.2,21.58,6.0,0
2016-04-28,6.0,0.0,25.7,18.82,7.6,0
2016-04-29,7.6,0.5,26.4,22.08,6.7,0
2016-04-30,6.7,0.2,14.8,23.61,8.3,0
2016-05-01,8.3,0.0,18.3,21.96,11.2,1
2016-05-02,11.2,1.2,31.1,9.8,9.2,0
2016-05-03,9.2,0.0,16.4,18.26,10.0,0
2016-05-04,10.0,0.0,14.6,25.51,11.7,0
2016-05-05,11.7,0.0,15.5,25.49,13.8,0
2016-05-06,13.8,0.0,12.1,22.89,16.0,0
2016-05-07,16.0,0.1,17.5,18.63,17.7,0
2016-05-08,17.7,0.0,18.2,25.27,17.8,1
2016-05-09,17.8,2.1,20.9,21.66,15.4,1
2016-05-10,15.4,6.7,16.6,6.96,15.3,1
2016-05-11,15.3,8.7,11.9,10.77,16.5,1
2016-05-12,16.5,1.1,21.1,23.81,13.1,0
2016-05-13,13.1,0.2,26.9,22.63,9.1,0
2016-05-14,9.1,0.0,18.9,15.42,10.4,0
2016-05-15,10.4,0.0,14.6,21.81,11.8,0
2016-05-16,11.8,0.0,13.4,18.92,11.8,0
2016-05-17,11.8,0.0,20.7,16.92,11.9,1
2016-05-18,11.9,11.1,23.6,11.4,12.9,1
2016-05-19,12.9,1.9,21.0,14.72,14.0,0
2016-05-20,14.0,0.4,20.8,15.03,14.3,0
2016-05-21,14.3,0.8,28.6,14.15,13.8,1
2016-05-22,13.8,1.6,12.1,18.21,13.2,0
2016-05-23,13.2,0.1,18.6,23.59,11.4,0
2016-05-24,11.4,0.0,19.7,19.18,10.3,0
2016-05-25,10.3,0.5,16.2,9.51,13.2,0
2016-05-26,13.2,0.0,11.6,22.76,14.1,0
2016-05-27,14.1,0.0,13.8,24.69,14.5,0
2016-05-28,14.5,0.0,15.3,24.42,13.8,0
2016-05-29,13.8,0.1,21.7,19.79,13.7,0
2016-05-30,13.7,0.0,29.9,12.42,11.5,1
2016-05-31,11.5,11.4,31.7,2.77,12.5,0
2016-06-01,12.5,0.5,25.3,6.81,11.7,0
2016-06-02,11.7,0.2,27.5,16.29,11.5,0
2016-06-03,11.5,0.0,17.5,10.21,15.5,0
2016-06-04,15.5,0.0,12.6,10.4,16.6,0
2016-06-05,16.6,0.0,14.8,25.65,15.9,0
2016-06-06,15.9,0.0,14.5,28.27,16.8,1
2016-06-07,16.8,17.5,9.4,19.43,18.7,1
2016-06-08,18.7,1.6,11.1,22.13,16.1,0
2016-06-09,16.1,0.0,10.4,26.37,16.3,0
2016-06-10,16.3,0.2,8.4,16.51,17.5,1
2016-06-11,17.5,2.0,7.6,17.15,15.5,1
2016-06-12,15.5,5.1,16.5,9.28,15.6,1
2016-06-13,15.6,4.4,17.9,13.27,14.8,1
2016-06-14,14.8,8.1,20.6,12.5,14.6,1
2016-06-15,14.6,3.6,21.5,21.05,14.5,1
2016-06-16,14.5,8.5,12.9,14.49,14.4,1
2016-06-17,14.4,5.7,12.2,15.05,14.3,0
2016-06-18,14.3,0.2,14.8,14.63,15.0,1
2016-06-19,15.0,1.9,22.4,16.03,16.0,1
2016-06-20,16.0,15.7,25.5,7.49,16.6,0
2016-06-21,16.6,0.0,15.6,16.46,17.2,0
2016-06-22,17.2,0.5,19.3,8.01,18.8,1
2016-06-23,18.8,22.0,12.0,9.9,16.5,1
2016-06-24,16.5,1.4,23.2,19.56,14.7,1
2016-06-25,14.7,5.1,13.3,23.07,15.2,1
2016-06-26,15.2,2.2,19.2,20.0,16.5,0
2016-06-27,16.5,1.0,17.1,16.73,14.9,1
2016-06-28,14.9,2.9,20.8,18.53,14.4,0
2016-06-29,14.4,0.6,32.8,10.15,16.5,1
2016-06-30,16.5,1.6,22.4,19.68,15.9,0
2016-07-01,15.9,0.8,26.0,13.2,14.2,1
2016-07-02,14.2,1.5,25.0,23.3,15.2,0
2016-07-03,15.2,0.0,15.3,21.24,16.1,0
2016-07-04,16.1,0.1,21.4,17.45,16.9,0
2016-07-05,16.9,0.2,21.7,15.59,15.7,0
2016-07-06,15.7,0.0,10.3,20.04,16.6,0
2016-07-07,16.6,0.3,14.2,14.94,17.8,0
2016-07-08,17.8,0.1,26.6,18.29,17.7,0
2016-07-09,17.7,0.0,29.5,16.33,17.5,0
2016-07-10,17.5,0.2,27.1,12.05,17.4,1
2016-07-11,17.4,3.9,31.0,19.58,15.0,1
2016-07-12,15.0,6.1,15.6,19.26,14.8,1
2016-07-13,14.8,2.4,15.0,22.54,15.0,0
2016-07-14,15.0,0.0,16.8,18.11,15.7,0
2016-07-15,15.7,0.0,20.0,13.78,19.8,0
2016-07-16,19.8,0.0,19.9,14.68,20.4,1
2016-07-17,20.4,1.5,18.0,18.37,20.9,0
2016-07-18,20.9,0.0,10.0,27.07,23.0,0
2016-07-19,23.0,0.0,16.8,27.61,23.8,0
2016-07-20,23.8,0.2,23.7,24.78,19.4,0
2016-07-21,19.4,0.1,14.5,16.14,20.0,0
2016-07-22,20.0,0.3,6.0,17.72,20.7,0
2016-07-23,20.7,0.1,13.4,20.92,19.0,0
2016-07-24,19.0,0.4,19.3,15.09,18.8,0
2016-07-25,18.8,0.0,17.3,15.7,17.8,0
2016-07-26,17.8,0.0,15.4,15.54,18.7,1
2016-07-27,18.7,1.7,21.0,9.56,18.1,0
2016-07-28,18.1,0.7,20.6,16.65,18.5,1
2016-07-29,18.5,1.7,18.7,14.48,18.3,0
2016-07-30,18.3,0.0,9.9,17.04,17.3,0
2016-07-31,17.3,0.3,14.3,17.95,15.2,1
2016-08-01,15.2,8.8,16.2,10.21,17.6,1
2016-08-02,17.6,12.3,21.8,2.66,19.2,0
2016-08-03,19.2,0.0,28.0,15.44,17.7,0
2016-08-04,17.7,0.4,25.4,17.29,17.6,0
2016-08-05,17.6,0.1,14.0,20.42,18.4,0
2016-08-06,18.4,0.0,16.1,21.84,19.5,0
2016-08-07,19.5,0.0,25.0,17.22,16.8,0
2016-08-08,16.8,0.0,22.2,17.85,14.9,0
2016-08-09,14.9,0.0,17.0,17.98,14.7,0
2016-08-10,14.7,0.1,16.6,15.27,17.1,0
2016-08-11,17.1,0.8,22.3,9.92,19.5,0
2016-08-12,19.5,0.0,20.1,23.88,18.6,0
2016-08-13,18.6,0.1,20.3,14.77,18.3,0
2016-08-14,18.3,0.0,10.0,16.89,17.0,0
2016-08-15,17.0,0.0,14.3,23.78,16.9,0
2016-08-16,16.9,0.0,15.6,16.99,18.0,0
2016-08-17,18.0,0.0,14.4,20.9,18.1,1
2016-08-18,18.1,1.5,11.7,15.0,17.2,1
